space_is_pressed,timestamp_ns,rawValue,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,poorSignal
0,8126881700,83,4136,11599,5029,930,1934,949,428,600,0
0,8158350500,8,4136,11599,5029,930,1934,949,428,600,0
0,8190266600,100,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8222218800,71,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8254093900,39,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8285051800,39,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8316965700,123,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8348883900,106,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8379802100,56,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8413715600,99,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8446669800,104,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8475592400,-40,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8507506300,73,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8539420500,183,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8571336400,77,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8603250600,11,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8635164400,114,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8669073900,41,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8697001600,60,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8729019200,96,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8759831100,119,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8791745900,52,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8822663200,-24,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8854577500,49,1791199,37808,32494,10802,4912,7464,1434,2948,0
1,8885550600,6,1791199,37808,32494,10802,4912,7464,1434,2948,0
1,8916809300,8,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8951737400,57,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,8979659000,85,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,9011922900,60,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,9042220600,26,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,9073808900,52,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,9105771900,81,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,9135739600,241,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,9165717600,116,1791199,37808,32494,10802,4912,7464,1434,2948,0
0,9197744700,-42,60435,17823,2678,9389,4562,3009,878,1033,0
0,9227562200,-89,60435,17823,2678,9389,4562,3009,878,1033,0
0,9258893500,-82,60435,17823,2678,9389,4562,3009,878,1033,0
0,9290498300,-6,60435,17823,2678,9389,4562,3009,878,1033,0
0,9320719900,12,60435,17823,2678,9389,4562,3009,878,1033,0
0,9350832900,36,60435,17823,2678,9389,4562,3009,878,1033,0
0,9383851900,56,60435,17823,2678,9389,4562,3009,878,1033,0
0,9414842100,90,60435,17823,2678,9389,4562,3009,878,1033,0
0,9445856800,67,60435,17823,2678,9389,4562,3009,878,1033,0
0,9477818400,196,60435,17823,2678,9389,4562,3009,878,1033,0
0,9509856900,129,60435,17823,2678,9389,4562,3009,878,1033,0
0,9541405300,52,60435,17823,2678,9389,4562,3009,878,1033,0
0,9572321100,68,60435,17823,2678,9389,4562,3009,878,1033,0
1,9602603100,52,60435,17823,2678,9389,4562,3009,878,1033,0
1,9633242400,41,60435,17823,2678,9389,4562,3009,878,1033,0
1,9665267800,48,60435,17823,2678,9389,4562,3009,878,1033,0
1,9696259900,84,60435,17823,2678,9389,4562,3009,878,1033,0
1,9728176300,89,60435,17823,2678,9389,4562,3009,878,1033,0
0,9760089300,9,60435,17823,2678,9389,4562,3009,878,1033,0
0,9792003700,22,60435,17823,2678,9389,4562,3009,878,1033,0
0,9822815200,80,60435,17823,2678,9389,4562,3009,878,1033,0
0,9853731100,26,60435,17823,2678,9389,4562,3009,878,1033,0
0,9884857300,80,60435,17823,2678,9389,4562,3009,878,1033,0
0,9916828400,71,60435,17823,2678,9389,4562,3009,878,1033,0
0,9947796100,-6,60435,17823,2678,9389,4562,3009,878,1033,0
0,9978801000,-6,60435,17823,2678,9389,4562,3009,878,1033,0
0,10010760700,60,60435,17823,2678,9389,4562,3009,878,1033,0
0,10041720500,-35,60435,17823,2678,9389,4562,3009,878,1033,0
0,10072766200,100,60435,17823,2678,9389,4562,3009,878,1033,0
0,10103689300,100,60435,17823,2678,9389,4562,3009,878,1033,0
0,10135601800,3,60435,17823,2678,9389,4562,3009,878,1033,0
0,10165523100,49,60435,17823,2678,9389,4562,3009,878,1033,0
0,10197437100,72,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10228356300,67,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10259271900,74,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10290799400,11,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10331689400,56,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10368651900,26,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10399564200,65,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10429484600,38,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10463393400,84,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10493317100,5,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10525227500,9,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10556144900,52,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10587061300,52,249087,84972,41112,33062,10661,8618,9465,3460,0
1,10618020200,60,249087,84972,41112,33062,10661,8618,9465,3460,0
1,10649119300,26,249087,84972,41112,33062,10661,8618,9465,3460,0
1,10681033100,49,249087,84972,41112,33062,10661,8618,9465,3460,0
1,10712303300,52,249087,84972,41112,33062,10661,8618,9465,3460,0
1,10743222300,2,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10774140000,114,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10805434400,101,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10837352200,48,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10869266800,7,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10900518500,6,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10931473800,9,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10963418500,53,249087,84972,41112,33062,10661,8618,9465,3460,0
0,10994331200,90,249087,84972,41112,33062,10661,8618,9465,3460,0
0,11026286200,26,249087,84972,41112,33062,10661,8618,9465,3460,0
0,11058198500,66,249087,84972,41112,33062,10661,8618,9465,3460,0
0,11090075100,41,249087,84972,41112,33062,10661,8618,9465,3460,0
1,11121988100,40,249087,84972,41112,33062,10661,8618,9465,3460,0
1,11152443200,34,249087,84972,41112,33062,10661,8618,9465,3460,0
1,11184553500,36,19063,56197,11592,15371,5788,4720,5550,2167,0
1,11215181000,11,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11246484800,123,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11277728500,33,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11308963400,37,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11339784900,40,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11370724300,23,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11402528500,20,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11434185800,22,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11465597700,23,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11496384200,48,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11527706200,99,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11559012900,99,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11590315300,73,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11621222100,66,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11652435000,54,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11684094700,236,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11716585200,500,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11747025100,224,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11778330700,-70,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11808717700,-324,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11839496600,-347,19063,56197,11592,15371,5788,4720,5550,2167,0
0,11871409300,-236,19063,56197,11592,15371,5788,4720,5550,2167,0
1,11902442900,-204,19063,56197,11592,15371,5788,4720,5550,2167,0
1,11933282600,-137,19063,56197,11592,15371,5788,4720,5550,2167,0
1,11964886300,-137,19063,56197,11592,15371,5788,4720,5550,2167,0
1,11995135200,53,19063,56197,11592,15371,5788,4720,5550,2167,0
1,12026274200,97,19063,56197,11592,15371,5788,4720,5550,2167,0
0,12057540000,81,19063,56197,11592,15371,5788,4720,5550,2167,0
0,12089473400,91,19063,56197,11592,15371,5788,4720,5550,2167,0
0,12120863100,131,19063,56197,11592,15371,5788,4720,5550,2167,0
0,12152218400,105,19063,56197,11592,15371,5788,4720,5550,2167,0
0,12183940700,101,207107,66043,2909,7444,4967,4070,1276,341,0
0,12214855200,53,207107,66043,2909,7444,4967,4070,1276,341,0
0,12244776200,70,207107,66043,2909,7444,4967,4070,1276,341,0
0,12276692500,35,207107,66043,2909,7444,4967,4070,1276,341,0
0,12308605300,33,207107,66043,2909,7444,4967,4070,1276,341,0
0,12339561800,92,207107,66043,2909,7444,4967,4070,1276,341,0
0,12370494800,80,207107,66043,2909,7444,4967,4070,1276,341,0
0,12402352400,8,207107,66043,2909,7444,4967,4070,1276,341,0
0,12434267100,32,207107,66043,2909,7444,4967,4070,1276,341,0
0,12465221200,43,207107,66043,2909,7444,4967,4070,1276,341,0
0,12497097000,90,207107,66043,2909,7444,4967,4070,1276,341,0
0,12528015100,11,207107,66043,2909,7444,4967,4070,1276,341,0
0,12559930700,5,207107,66043,2909,7444,4967,4070,1276,341,0
0,12591836200,115,207107,66043,2909,7444,4967,4070,1276,341,0
0,12623750000,104,207107,66043,2909,7444,4967,4070,1276,341,0
0,12655664500,60,207107,66043,2909,7444,4967,4070,1276,341,0
0,12688576800,32,207107,66043,2909,7444,4967,4070,1276,341,0
0,12719494200,22,207107,66043,2909,7444,4967,4070,1276,341,0
0,12751409400,34,207107,66043,2909,7444,4967,4070,1276,341,0
0,12783323700,80,207107,66043,2909,7444,4967,4070,1276,341,0
0,12814241000,55,207107,66043,2909,7444,4967,4070,1276,341,0
0,12844161100,-6,207107,66043,2909,7444,4967,4070,1276,341,0
0,12876079100,54,207107,66043,2909,7444,4967,4070,1276,341,0
0,12907990200,27,207107,66043,2909,7444,4967,4070,1276,341,0
0,12939904900,1,207107,66043,2909,7444,4967,4070,1276,341,0
0,12971819500,-42,207107,66043,2909,7444,4967,4070,1276,341,0
0,13003733500,33,207107,66043,2909,7444,4967,4070,1276,341,0
0,13034652700,88,207107,66043,2909,7444,4967,4070,1276,341,0
1,13066565200,91,207107,66043,2909,7444,4967,4070,1276,341,0
1,13097483200,43,207107,66043,2909,7444,4967,4070,1276,341,0
1,13128323300,26,207107,66043,2909,7444,4967,4070,1276,341,0
0,13160378200,32,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13191798000,25,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13222291900,80,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13254482500,72,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13285929300,130,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13317196000,21,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13348021900,26,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13379982300,-12,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13410983600,19,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13443072200,28,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13475115400,85,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13505548200,60,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13537475500,41,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13568468100,37,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13598509500,261,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13629742600,358,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13660802500,457,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13785707200,-361,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13816682600,-247,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13848731600,-2,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13880508100,92,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13912531200,109,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13942741100,130,18777,57934,33386,5860,13366,10562,3140,3011,0
0,13974822600,123,18777,57934,33386,5860,13366,10562,3140,3011,0
0,14006770100,129,18777,57934,33386,5860,13366,10562,3140,3011,0
0,14038779900,132,18777,57934,33386,5860,13366,10562,3140,3011,0
0,14070648100,154,18777,57934,33386,5860,13366,10562,3140,3011,0
1,14100855200,137,18777,57934,33386,5860,13366,10562,3140,3011,0
1,14132940000,98,18777,57934,33386,5860,13366,10562,3140,3011,0
1,14164915300,74,177235,121273,20646,8100,22931,9561,6965,3019,0
1,14196823300,38,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14230777100,68,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14260819700,86,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14291739400,22,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14322651300,105,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14354405800,87,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14386344700,465,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14418260000,176,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14450173100,-168,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14481595000,-204,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14512549100,-152,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14543430100,-86,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14574856700,-58,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14606812900,39,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14638745600,-29,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14670107300,40,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14702024100,26,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14735933600,92,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14768843700,28,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14797766000,18,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14825694300,26,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14856609700,37,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14888523700,96,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14920438100,37,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14952352700,82,177235,121273,20646,8100,22931,9561,6965,3019,0
0,14983786900,21,177235,121273,20646,8100,22931,9561,6965,3019,0
0,15015731900,6,177235,121273,20646,8100,22931,9561,6965,3019,0
0,15045644400,38,177235,121273,20646,8100,22931,9561,6965,3019,0
0,15076885800,-61,177235,121273,20646,8100,22931,9561,6965,3019,0
0,15108938100,9,177235,121273,20646,8100,22931,9561,6965,3019,0
0,15140185500,76,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15172107600,32,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15204069900,65,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15236019900,59,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15266876600,71,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15297823300,37,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15328786900,38,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15360058100,20,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15391915900,40,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15425871600,23,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15455841600,-6,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15487767900,49,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15519750400,51,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15550642100,67,255507,56296,6818,30954,20821,11981,7742,3621,0
1,15581759100,18,255507,56296,6818,30954,20821,11981,7742,3621,0
1,15612832100,123,255507,56296,6818,30954,20821,11981,7742,3621,0
1,15645944600,49,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15680850600,35,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15720927000,84,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15752059400,22,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15784271300,16,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15815184100,34,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15845143600,112,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15876371800,-34,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15907377400,-164,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15939328700,-118,255507,56296,6818,30954,20821,11981,7742,3621,0
0,15971242100,-118,255507,56296,6818,30954,20821,11981,7742,3621,0
0,16001160400,-58,255507,56296,6818,30954,20821,11981,7742,3621,0
0,16031875400,-42,255507,56296,6818,30954,20821,11981,7742,3621,0
0,16062718300,69,255507,56296,6818,30954,20821,11981,7742,3621,0
0,16093635200,88,255507,56296,6818,30954,20821,11981,7742,3621,0
0,16125602000,102,255507,56296,6818,30954,20821,11981,7742,3621,0
0,16158373500,147,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16188685100,99,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16220838400,157,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16252817400,25,587993,151135,11490,36753,12327,15918,18063,3859,0
1,16283232900,32,587993,151135,11490,36753,12327,15918,18063,3859,0
1,16315221700,-3,587993,151135,11490,36753,12327,15918,18063,3859,0
1,16345890700,7,587993,151135,11490,36753,12327,15918,18063,3859,0
1,16378280900,7,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16408069400,72,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16438978900,99,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16470870800,120,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16502741800,27,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16533658600,112,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16564317600,8,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16594278100,52,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16626154100,44,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16661060000,-36,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16689982800,66,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16720059000,66,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16762944200,-20,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16796852200,48,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16827770900,80,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16858687300,22,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16891751000,34,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16921520300,5,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16952436400,8,587993,151135,11490,36753,12327,15918,18063,3859,0
0,16984351700,12,587993,151135,11490,36753,12327,15918,18063,3859,0
0,17016265700,-10,587993,151135,11490,36753,12327,15918,18063,3859,0
0,17048240300,48,587993,151135,11490,36753,12327,15918,18063,3859,0
0,17079340900,-17,587993,151135,11490,36753,12327,15918,18063,3859,0
0,17109264300,17,587993,151135,11490,36753,12327,15918,18063,3859,0
0,17141178900,61,51584,47777,4736,11976,16684,12673,5397,1342,0
0,17171324500,13,51584,47777,4736,11976,16684,12673,5397,1342,0
0,17203239300,-4,51584,47777,4736,11976,16684,12673,5397,1342,0
0,17235219000,32,51584,47777,4736,11976,16684,12673,5397,1342,0
0,17266519500,33,51584,47777,4736,11976,16684,12673,5397,1342,0
0,17298436100,98,51584,47777,4736,11976,16684,12673,5397,1342,0
0,17329351800,32,51584,47777,4736,11976,16684,12673,5397,1342,0
0,17359270900,-1,51584,47777,4736,11976,16684,12673,5397,1342,0
0,17391694500,109,51584,47777,4736,11976,16684,12673,5397,1342,0
1,17422608000,100,51584,47777,4736,11976,16684,12673,5397,1342,0
1,17453525700,100,51584,47777,4736,11976,16684,12673,5397,1342,0
1,17484443100,33,51584,47777,4736,11976,16684,12673,5397,1342,0
1,17516357600,33,51584,47777,4736,11976,16684,12673,5397,1342,0
1,17548273100,12,51584,47777,4736,11976,16684,12673,5397,1342,0
1,17579187800,44,51584,47777,4736,11976,16684,12673,5397,1342,0
0,17610107100,-3,51584,47777,4736,11976,16684,12673,5397,1342,0
0,17642027600,57,51584,47777,4736,11976,16684,12673,5397,1342,0
0,17672863000,25,51584,47777,4736,11976,16684,12673,5397,1342,0
0,17704372100,85,51584,47777,4736,11976,16684,12673,5397,1342,0
0,17735802100,52,51584,47777,4736,11976,16684,12673,5397,1342,0
0,17766981200,-27,51584,47777,4736,11976,16684,12673,5397,1342,0
0,17798945200,1,51584,47777,4736,11976,16684,12673,5397,1342,0
