jump,run_fire,timestamp_ns,rawValue,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,poorSignal
0,0,79951931800,277,309735,6926,7715,3140,2464,5047,1134,803,0
0,0,80062666900,241,309735,6926,7715,3140,2464,5047,1134,803,0
0,0,80171471700,116,309735,6926,7715,3140,2464,5047,1134,803,0
0,0,80284519000,54,309735,6926,7715,3140,2464,5047,1134,803,0
0,0,80395797600,1,309735,6926,7715,3140,2464,5047,1134,803,0
0,0,80505045900,101,309735,6926,7715,3140,2464,5047,1134,803,0
0,1,80616687300,39,309735,6926,7715,3140,2464,5047,1134,803,0
0,1,80724809200,69,309735,6926,7715,3140,2464,5047,1134,803,0
0,0,80835673100,6,309735,6926,7715,3140,2464,5047,1134,803,0
0,0,80946779800,6,374505,32764,10861,5671,10193,5341,3066,3931,0
0,0,81056313100,44,374505,32764,10861,5671,10193,5341,3066,3931,0
0,0,81168465600,38,374505,32764,10861,5671,10193,5341,3066,3931,0
0,0,81279371500,64,374505,32764,10861,5671,10193,5341,3066,3931,0
0,0,81389128200,23,374505,32764,10861,5671,10193,5341,3066,3931,0
0,0,81498943600,3,374505,32764,10861,5671,10193,5341,3066,3931,0
0,0,81607193800,-1,374505,32764,10861,5671,10193,5341,3066,3931,0
0,1,81717293400,77,374505,32764,10861,5671,10193,5341,3066,3931,0
0,1,81825030800,91,374505,32764,10861,5671,10193,5341,3066,3931,0
0,1,81933904900,-25,3073,8321,40118,29634,9207,10656,6388,3375,0
0,1,82044241900,49,3073,8321,40118,29634,9207,10656,6388,3375,0
0,1,82154264500,88,3073,8321,40118,29634,9207,10656,6388,3375,0
0,1,82264302000,-2,3073,8321,40118,29634,9207,10656,6388,3375,0
0,1,82372844500,58,3073,8321,40118,29634,9207,10656,6388,3375,0
1,1,82481929400,-8,3073,8321,40118,29634,9207,10656,6388,3375,0
1,1,82590022600,9,3073,8321,40118,29634,9207,10656,6388,3375,0
0,1,82700929200,33,3073,8321,40118,29634,9207,10656,6388,3375,0
0,1,82810020300,67,3073,8321,40118,29634,9207,10656,6388,3375,0
0,1,82918106500,22,11417,14799,18206,4243,25594,14080,3154,2694,0
0,1,83026739300,16,11417,14799,18206,4243,25594,14080,3154,2694,0
0,1,83136482700,114,11417,14799,18206,4243,25594,14080,3154,2694,0
0,1,83244855500,35,11417,14799,18206,4243,25594,14080,3154,2694,0
0,1,83354694100,36,11417,14799,18206,4243,25594,14080,3154,2694,0
0,1,83462579500,58,11417,14799,18206,4243,25594,14080,3154,2694,0
0,0,83571993800,32,11417,14799,18206,4243,25594,14080,3154,2694,0
0,0,83681903900,232,11417,14799,18206,4243,25594,14080,3154,2694,0
1,0,83790333900,-364,11417,14799,18206,4243,25594,14080,3154,2694,0
1,0,83900630600,0,11417,14799,18206,4243,25594,14080,3154,2694,0
1,0,84010420900,108,134458,32794,16877,8069,19484,12892,9527,2806,0
1,0,84119478800,65,134458,32794,16877,8069,19484,12892,9527,2806,0
0,0,84231002300,73,134458,32794,16877,8069,19484,12892,9527,2806,0
0,0,84340679100,21,134458,32794,16877,8069,19484,12892,9527,2806,0
0,0,84448462200,105,134458,32794,16877,8069,19484,12892,9527,2806,0
0,0,84557215600,54,134458,32794,16877,8069,19484,12892,9527,2806,0
0,0,84667711100,23,134458,32794,16877,8069,19484,12892,9527,2806,0
1,0,84779789800,71,134458,32794,16877,8069,19484,12892,9527,2806,0
1,0,84888974200,77,66564,29270,22147,20381,2543,19742,10232,2982,0
1,0,84999116500,16,66564,29270,22147,20381,2543,19742,10232,2982,0
0,0,85108919300,97,66564,29270,22147,20381,2543,19742,10232,2982,0
1,0,85220519900,57,66564,29270,22147,20381,2543,19742,10232,2982,0
1,0,85332506500,26,66564,29270,22147,20381,2543,19742,10232,2982,0
0,0,85441953300,59,66564,29270,22147,20381,2543,19742,10232,2982,0
0,0,85553071700,88,66564,29270,22147,20381,2543,19742,10232,2982,0
0,0,85664514400,39,66564,29270,22147,20381,2543,19742,10232,2982,0
0,0,85773713600,6,66564,29270,22147,20381,2543,19742,10232,2982,0
0,0,85883406800,42,66564,29270,22147,20381,2543,19742,10232,2982,0
0,0,85992352000,26,14833,33993,3237,8757,3732,7233,6601,3654,0
1,0,86102315000,-14,14833,33993,3237,8757,3732,7233,6601,3654,0
0,0,86211890200,-5,14833,33993,3237,8757,3732,7233,6601,3654,0
0,0,86320281000,19,14833,33993,3237,8757,3732,7233,6601,3654,0
0,0,86430564800,73,14833,33993,3237,8757,3732,7233,6601,3654,0
1,0,86542303500,-2,14833,33993,3237,8757,3732,7233,6601,3654,0
0,0,86650633200,-57,14833,33993,3237,8757,3732,7233,6601,3654,0
0,0,86760330500,-4,14833,33993,3237,8757,3732,7233,6601,3654,0
0,0,86868778700,35,14833,33993,3237,8757,3732,7233,6601,3654,0
0,0,86977665500,58,30803,23506,36617,29790,3723,16130,5146,2750,0
0,0,87085397500,58,30803,23506,36617,29790,3723,16130,5146,2750,0
0,0,87196757900,55,30803,23506,36617,29790,3723,16130,5146,2750,0
0,0,87305106000,65,30803,23506,36617,29790,3723,16130,5146,2750,0
0,0,87413485800,84,30803,23506,36617,29790,3723,16130,5146,2750,0
0,0,87524364300,16,30803,23506,36617,29790,3723,16130,5146,2750,0
0,0,87633890200,28,30803,23506,36617,29790,3723,16130,5146,2750,0
0,0,87741859400,-42,30803,23506,36617,29790,3723,16130,5146,2750,0
0,0,87850988400,-20,30803,23506,36617,29790,3723,16130,5146,2750,0
0,0,87959305700,100,17550,16744,4154,81717,21517,12302,9172,3561,0
0,0,88068315500,61,17550,16744,4154,81717,21517,12302,9172,3561,0
1,0,88178325200,100,17550,16744,4154,81717,21517,12302,9172,3561,0
1,0,88285992500,86,17550,16744,4154,81717,21517,12302,9172,3561,0
1,0,88395417900,48,17550,16744,4154,81717,21517,12302,9172,3561,0
1,0,88504913600,59,17550,16744,4154,81717,21517,12302,9172,3561,0
1,0,88614053900,61,17550,16744,4154,81717,21517,12302,9172,3561,0
1,0,88723176600,81,17550,16744,4154,81717,21517,12302,9172,3561,0
0,0,88832161100,73,17550,16744,4154,81717,21517,12302,9172,3561,0
0,0,88941967500,85,15440,13704,59985,14608,20596,10175,5983,4199,0
0,0,89050462300,60,15440,13704,59985,14608,20596,10175,5983,4199,0
0,0,89158794200,40,15440,13704,59985,14608,20596,10175,5983,4199,0
0,0,89267653900,12,15440,13704,59985,14608,20596,10175,5983,4199,0
0,0,89378919900,9,15440,13704,59985,14608,20596,10175,5983,4199,0
0,0,89488338300,55,15440,13704,59985,14608,20596,10175,5983,4199,0
0,0,89598217700,50,15440,13704,59985,14608,20596,10175,5983,4199,0
0,0,89707927400,41,15440,13704,59985,14608,20596,10175,5983,4199,0
0,0,89817379500,455,15440,13704,59985,14608,20596,10175,5983,4199,0
0,0,89927365300,-419,34845,82883,2410,54874,14494,15471,4677,3769,0
0,0,90035380300,-122,34845,82883,2410,54874,14494,15471,4677,3769,0
0,0,90145735300,147,34845,82883,2410,54874,14494,15471,4677,3769,0
0,0,90257233700,81,34845,82883,2410,54874,14494,15471,4677,3769,0
0,0,90366352200,85,34845,82883,2410,54874,14494,15471,4677,3769,0
0,0,90475690900,77,34845,82883,2410,54874,14494,15471,4677,3769,0
0,1,90586152200,25,34845,82883,2410,54874,14494,15471,4677,3769,0
1,1,90696329800,40,34845,82883,2410,54874,14494,15471,4677,3769,0
1,1,90806092500,27,34845,82883,2410,54874,14494,15471,4677,3769,0
1,1,90915979500,130,210521,38081,5041,1542,3340,2726,2628,1401,0
1,1,91027091100,6,210521,38081,5041,1542,3340,2726,2628,1401,0
1,1,91134142300,65,210521,38081,5041,1542,3340,2726,2628,1401,0
0,1,91245035300,113,210521,38081,5041,1542,3340,2726,2628,1401,0
0,1,91353827200,42,210521,38081,5041,1542,3340,2726,2628,1401,0
0,1,91463252300,56,210521,38081,5041,1542,3340,2726,2628,1401,0
1,1,91573608300,96,210521,38081,5041,1542,3340,2726,2628,1401,0
1,1,91676722100,-37,210521,38081,5041,1542,3340,2726,2628,1401,0
1,1,91783643700,61,210521,38081,5041,1542,3340,2726,2628,1401,0
1,1,91895334700,21,51433,14270,15884,37874,13199,12138,9292,8653,0
0,1,92004516400,-9,51433,14270,15884,37874,13199,12138,9292,8653,0
0,1,92113782700,43,51433,14270,15884,37874,13199,12138,9292,8653,0
0,1,92224812600,119,51433,14270,15884,37874,13199,12138,9292,8653,0
0,1,92333435600,32,51433,14270,15884,37874,13199,12138,9292,8653,0
0,1,92444532200,77,51433,14270,15884,37874,13199,12138,9292,8653,0
0,1,92556390200,42,51433,14270,15884,37874,13199,12138,9292,8653,0
0,1,92666351800,6,51433,14270,15884,37874,13199,12138,9292,8653,0
0,1,92774964400,236,51433,14270,15884,37874,13199,12138,9292,8653,0
0,1,92883454800,-89,35523,66379,29550,74334,24606,14282,11361,4366,0
0,1,92993446200,-76,35523,66379,29550,74334,24606,14282,11361,4366,0
0,1,93101960900,119,35523,66379,29550,74334,24606,14282,11361,4366,0
0,1,93211588000,103,35523,66379,29550,74334,24606,14282,11361,4366,0
0,1,93319512300,43,35523,66379,29550,74334,24606,14282,11361,4366,0
0,1,93429649800,81,35523,66379,29550,74334,24606,14282,11361,4366,0
1,1,93538992800,104,35523,66379,29550,74334,24606,14282,11361,4366,0
1,1,93648452800,42,35523,66379,29550,74334,24606,14282,11361,4366,0
0,1,93758403000,17,35523,66379,29550,74334,24606,14282,11361,4366,0
0,1,93867665300,19,102353,33939,20166,9043,12214,16832,9512,2591,0
0,1,93977698700,71,102353,33939,20166,9043,12214,16832,9512,2591,0
0,1,94087724700,72,102353,33939,20166,9043,12214,16832,9512,2591,0
0,1,94197285600,66,102353,33939,20166,9043,12214,16832,9512,2591,0
0,1,94309688600,-178,102353,33939,20166,9043,12214,16832,9512,2591,0
0,0,94419070900,-169,102353,33939,20166,9043,12214,16832,9512,2591,0
0,0,94528700100,44,102353,33939,20166,9043,12214,16832,9512,2591,0
0,0,94639129000,115,102353,33939,20166,9043,12214,16832,9512,2591,0
0,0,94747542200,103,102353,33939,20166,9043,12214,16832,9512,2591,0
0,0,94856322400,69,102353,33939,20166,9043,12214,16832,9512,2591,0
0,0,94965071200,10,236580,59313,27825,3211,5937,2093,1280,2619,0
0,0,95074510000,8,236580,59313,27825,3211,5937,2093,1280,2619,0
0,0,95183686100,4,236580,59313,27825,3211,5937,2093,1280,2619,0
0,0,95292461100,11,236580,59313,27825,3211,5937,2093,1280,2619,0
0,0,95401563900,456,236580,59313,27825,3211,5937,2093,1280,2619,0
0,0,95510139400,-233,236580,59313,27825,3211,5937,2093,1280,2619,0
0,0,95618133800,-305,236580,59313,27825,3211,5937,2093,1280,2619,0
0,0,95728325100,72,236580,59313,27825,3211,5937,2093,1280,2619,0
0,0,95836129800,132,236580,59313,27825,3211,5937,2093,1280,2619,0
0,0,95945760400,103,130976,23336,2558,5645,7688,6142,974,753,0
0,0,96054444300,292,130976,23336,2558,5645,7688,6142,974,753,0
0,0,96163866600,53,130976,23336,2558,5645,7688,6142,974,753,0
0,0,96272495300,-282,130976,23336,2558,5645,7688,6142,974,753,0
0,0,96382929300,-17,130976,23336,2558,5645,7688,6142,974,753,0
0,0,96494375300,128,130976,23336,2558,5645,7688,6142,974,753,0
0,0,96602851600,50,130976,23336,2558,5645,7688,6142,974,753,0
0,0,96711395500,60,130976,23336,2558,5645,7688,6142,974,753,0
0,0,96819792300,38,130976,23336,2558,5645,7688,6142,974,753,0
0,0,96929567600,128,105239,47035,124,7343,3616,2769,1573,568,0
0,0,97039118100,82,105239,47035,124,7343,3616,2769,1573,568,0
0,0,97147468000,37,105239,47035,124,7343,3616,2769,1573,568,0
0,0,97257480100,16,105239,47035,124,7343,3616,2769,1573,568,0
0,0,97364428900,44,105239,47035,124,7343,3616,2769,1573,568,0
0,0,97474549100,-2,105239,47035,124,7343,3616,2769,1573,568,0
0,0,97584071900,70,105239,47035,124,7343,3616,2769,1573,568,0
0,0,97693165800,40,105239,47035,124,7343,3616,2769,1573,568,0
0,0,97803964900,17,105239,47035,124,7343,3616,2769,1573,568,0
0,0,97911277100,84,8454,19075,12679,12238,7231,10732,4322,5519,0
0,0,98021392200,59,8454,19075,12679,12238,7231,10732,4322,5519,0
0,0,98130655100,9,8454,19075,12679,12238,7231,10732,4322,5519,0
0,0,98333437300,32,8454,19075,12679,12238,7231,10732,4322,5519,0
0,0,98442115300,102,8454,19075,12679,12238,7231,10732,4322,5519,0
0,0,98550679900,18,8454,19075,12679,12238,7231,10732,4322,5519,0
0,0,98661804300,21,8454,19075,12679,12238,7231,10732,4322,5519,0
0,0,98772601800,68,8454,19075,12679,12238,7231,10732,4322,5519,0
0,0,98882418200,27,20157,16020,18141,33001,6771,5810,10489,2108,0
0,0,98992935900,80,20157,16020,18141,33001,6771,5810,10489,2108,0
1,0,99101001800,49,20157,16020,18141,33001,6771,5810,10489,2108,0
1,0,99210274500,26,20157,16020,18141,33001,6771,5810,10489,2108,0
0,0,99318715700,58,20157,16020,18141,33001,6771,5810,10489,2108,0
0,0,99427800800,49,20157,16020,18141,33001,6771,5810,10489,2108,0
0,0,99536822400,66,20157,16020,18141,33001,6771,5810,10489,2108,0
0,0,99646792200,-3,20157,16020,18141,33001,6771,5810,10489,2108,0
0,0,99756572100,88,20157,16020,18141,33001,6771,5810,10489,2108,0
0,0,99865248600,74,10562,12194,8034,31689,8444,5283,6284,1649,0
0,0,99974434100,21,10562,12194,8034,31689,8444,5283,6284,1649,0
0,0,100084537900,-22,10562,12194,8034,31689,8444,5283,6284,1649,0
0,0,100194350000,72,10562,12194,8034,31689,8444,5283,6284,1649,0
0,0,100305725700,22,10562,12194,8034,31689,8444,5283,6284,1649,0
0,0,100412808700,36,10562,12194,8034,31689,8444,5283,6284,1649,0
0,0,100524378200,173,10562,12194,8034,31689,8444,5283,6284,1649,0
0,0,100633039200,-28,10562,12194,8034,31689,8444,5283,6284,1649,0
0,0,100743238800,-93,10562,12194,8034,31689,8444,5283,6284,1649,0
0,0,100854599500,2,100702,38812,6058,1327,877,2538,838,769,0
0,0,100964469600,17,100702,38812,6058,1327,877,2538,838,769,0
0,0,101074091500,39,100702,38812,6058,1327,877,2538,838,769,0
0,0,101184381700,60,100702,38812,6058,1327,877,2538,838,769,0
0,0,101293514300,66,100702,38812,6058,1327,877,2538,838,769,0
1,0,101401298100,53,100702,38812,6058,1327,877,2538,838,769,0
1,0,101509856600,123,100702,38812,6058,1327,877,2538,838,769,0
0,0,101621273700,12,100702,38812,6058,1327,877,2538,838,769,0
0,0,101731269700,80,100702,38812,6058,1327,877,2538,838,769,0
0,0,101841582100,12,74430,19844,9557,25155,10145,6400,3115,2181,0
0,0,101950958900,-21,74430,19844,9557,25155,10145,6400,3115,2181,0
0,0,102061578100,41,74430,19844,9557,25155,10145,6400,3115,2181,0
0,0,102173320400,49,74430,19844,9557,25155,10145,6400,3115,2181,0
0,0,102281785600,64,74430,19844,9557,25155,10145,6400,3115,2181,0
0,0,102390289800,28,74430,19844,9557,25155,10145,6400,3115,2181,0
0,0,102498330400,8,74430,19844,9557,25155,10145,6400,3115,2181,0
0,0,102608835400,202,74430,19844,9557,25155,10145,6400,3115,2181,0
0,0,102719951600,-250,74430,19844,9557,25155,10145,6400,3115,2181,0
0,0,102830906300,60,27593,68699,5774,104462,25707,21360,5213,5135,0
0,0,102941432400,164,27593,68699,5774,104462,25707,21360,5213,5135,0
0,0,103051484600,100,27593,68699,5774,104462,25707,21360,5213,5135,0
0,0,103162236200,102,27593,68699,5774,104462,25707,21360,5213,5135,0
0,0,103273341400,52,27593,68699,5774,104462,25707,21360,5213,5135,0
0,0,103384372300,106,27593,68699,5774,104462,25707,21360,5213,5135,0
0,0,103493507300,16,27593,68699,5774,104462,25707,21360,5213,5135,0
0,0,103603765100,53,27593,68699,5774,104462,25707,21360,5213,5135,0
0,0,103713195900,35,27593,68699,5774,104462,25707,21360,5213,5135,0
0,0,103823051800,36,105612,21936,15479,22828,24419,11014,11864,6155,0
0,0,103932880000,39,105612,21936,15479,22828,24419,11014,11864,6155,0
0,0,104042066500,64,105612,21936,15479,22828,24419,11014,11864,6155,0
0,0,104150642600,9,105612,21936,15479,22828,24419,11014,11864,6155,0
0,1,104259430900,57,105612,21936,15479,22828,24419,11014,11864,6155,0
0,1,104367160900,80,105612,21936,15479,22828,24419,11014,11864,6155,0
1,1,104476371400,18,105612,21936,15479,22828,24419,11014,11864,6155,0
0,1,104585934200,27,105612,21936,15479,22828,24419,11014,11864,6155,0
0,1,104696549100,44,105612,21936,15479,22828,24419,11014,11864,6155,0
0,0,104805680300,66,4080,30797,7004,18545,5136,6862,5057,2281,0
0,0,104917043600,2,4080,30797,7004,18545,5136,6862,5057,2281,0
1,0,105026392200,4,4080,30797,7004,18545,5136,6862,5057,2281,0
1,0,105135405900,149,4080,30797,7004,18545,5136,6862,5057,2281,0
1,0,105245198700,58,4080,30797,7004,18545,5136,6862,5057,2281,0
1,0,105354327100,49,4080,30797,7004,18545,5136,6862,5057,2281,0
0,0,105464667300,86,4080,30797,7004,18545,5136,6862,5057,2281,0
0,0,105572853600,25,4080,30797,7004,18545,5136,6862,5057,2281,0
1,0,105682753300,50,4080,30797,7004,18545,5136,6862,5057,2281,0
1,0,105793955200,90,4540,26218,18471,14947,9995,6152,8597,4623,0
1,0,105905616400,28,4540,26218,18471,14947,9995,6152,8597,4623,0
1,0,106015304400,-18,4540,26218,18471,14947,9995,6152,8597,4623,0
0,0,106126098000,2,4540,26218,18471,14947,9995,6152,8597,4623,0
0,0,106236230700,70,4540,26218,18471,14947,9995,6152,8597,4623,0
0,0,106345159600,105,4540,26218,18471,14947,9995,6152,8597,4623,0
1,0,106456921200,-178,4540,26218,18471,14947,9995,6152,8597,4623,0
1,0,106566848400,13,4540,26218,18471,14947,9995,6152,8597,4623,0
1,0,106676748100,118,4540,26218,18471,14947,9995,6152,8597,4623,0
1,0,106787302300,108,586899,34688,22730,18440,19853,9393,6160,4833,0
1,0,106895833800,81,586899,34688,22730,18440,19853,9393,6160,4833,0
0,0,107007342700,29,586899,34688,22730,18440,19853,9393,6160,4833,0
0,0,107116787500,12,586899,34688,22730,18440,19853,9393,6160,4833,0
0,0,107225867400,36,586899,34688,22730,18440,19853,9393,6160,4833,0
1,0,107336296300,3,586899,34688,22730,18440,19853,9393,6160,4833,0
1,0,107445414200,76,586899,34688,22730,18440,19853,9393,6160,4833,0
0,0,107556425200,64,586899,34688,22730,18440,19853,9393,6160,4833,0
0,0,107665658700,100,586899,34688,22730,18440,19853,9393,6160,4833,0
0,0,107774598200,66,6880,13652,13546,23306,3834,10918,6108,2307,0
0,0,107883842100,26,6880,13652,13546,23306,3834,10918,6108,2307,0
0,0,107992538800,44,6880,13652,13546,23306,3834,10918,6108,2307,0
0,0,108102745400,82,6880,13652,13546,23306,3834,10918,6108,2307,0
0,0,108210683000,23,6880,13652,13546,23306,3834,10918,6108,2307,0
0,0,108321623700,-12,6880,13652,13546,23306,3834,10918,6108,2307,0
0,0,108429908900,26,6880,13652,13546,23306,3834,10918,6108,2307,0
0,0,108539542000,145,6880,13652,13546,23306,3834,10918,6108,2307,0
0,0,108648263100,55,6880,13652,13546,23306,3834,10918,6108,2307,0
0,0,108758510000,59,6880,13652,13546,23306,3834,10918,6108,2307,0
0,0,108870791000,4,15532,20730,19990,29564,4504,7015,2343,2169,0
0,0,108980777200,-20,15532,20730,19990,29564,4504,7015,2343,2169,0
0,0,109089587200,51,15532,20730,19990,29564,4504,7015,2343,2169,0
0,0,109199230300,39,15532,20730,19990,29564,4504,7015,2343,2169,0
0,0,109307103800,-53,15532,20730,19990,29564,4504,7015,2343,2169,0
0,0,109417127600,64,15532,20730,19990,29564,4504,7015,2343,2169,0
0,0,109525897300,57,15532,20730,19990,29564,4504,7015,2343,2169,0
0,0,109636159400,76,15532,20730,19990,29564,4504,7015,2343,2169,0
0,0,109738123800,87,15532,20730,19990,29564,4504,7015,2343,2169,0
0,0,109840024500,-284,310515,99556,42422,25272,23129,15442,7456,4681,0
0,0,109949202300,34,310515,99556,42422,25272,23129,15442,7456,4681,0
0,0,110058714600,169,310515,99556,42422,25272,23129,15442,7456,4681,0
0,0,110168511400,33,310515,99556,42422,25272,23129,15442,7456,4681,0
0,0,110276140000,124,310515,99556,42422,25272,23129,15442,7456,4681,0
0,0,110387371400,5,310515,99556,42422,25272,23129,15442,7456,4681,0
0,0,110496770900,9,310515,99556,42422,25272,23129,15442,7456,4681,0
0,0,110606896800,97,310515,99556,42422,25272,23129,15442,7456,4681,0
0,0,110717629400,60,310515,99556,42422,25272,23129,15442,7456,4681,0
0,0,110826591000,41,2054650,30671,9363,23099,46703,11652,7306,2292,0
0,0,110936483500,55,2054650,30671,9363,23099,46703,11652,7306,2292,0
0,0,111045902700,42,2054650,30671,9363,23099,46703,11652,7306,2292,0
0,0,111154138200,380,2054650,30671,9363,23099,46703,11652,7306,2292,0
0,0,111263377300,-204,2054650,30671,9363,23099,46703,11652,7306,2292,0
0,0,111371862200,-253,2054650,30671,9363,23099,46703,11652,7306,2292,0
0,0,111483840000,34,2054650,30671,9363,23099,46703,11652,7306,2292,0
0,0,111594306800,162,2054650,30671,9363,23099,46703,11652,7306,2292,0
0,0,111703358500,9,2054650,30671,9363,23099,46703,11652,7306,2292,0
0,0,111811437200,50,209803,23537,14427,7419,7299,4645,1170,1425,0
0,0,111920586500,37,209803,23537,14427,7419,7299,4645,1170,1425,0
0,0,112030536800,83,209803,23537,14427,7419,7299,4645,1170,1425,0
0,0,112138821400,72,209803,23537,14427,7419,7299,4645,1170,1425,0
0,0,112246801000,50,209803,23537,14427,7419,7299,4645,1170,1425,0
0,0,112356315100,20,209803,23537,14427,7419,7299,4645,1170,1425,0
0,0,112466228500,35,209803,23537,14427,7419,7299,4645,1170,1425,0
0,0,112574347600,-19,209803,23537,14427,7419,7299,4645,1170,1425,0
0,0,112684791100,-1,209803,23537,14427,7419,7299,4645,1170,1425,0
1,0,112794965100,9,10319,11242,24515,50318,19794,13286,9356,2011,0
0,0,112903609400,56,10319,11242,24515,50318,19794,13286,9356,2011,0
0,0,113015661800,32,10319,11242,24515,50318,19794,13286,9356,2011,0
0,0,113123564200,8,10319,11242,24515,50318,19794,13286,9356,2011,0
0,0,113235077400,11,10319,11242,24515,50318,19794,13286,9356,2011,0
0,0,113345530600,49,10319,11242,24515,50318,19794,13286,9356,2011,0
0,0,113455067000,121,10319,11242,24515,50318,19794,13286,9356,2011,0
0,0,113565829700,-12,10319,11242,24515,50318,19794,13286,9356,2011,0
0,0,113673852900,37,10319,11242,24515,50318,19794,13286,9356,2011,0
0,0,113783620200,35,10936,29084,5384,79822,17922,12688,3889,1367,0
0,0,113892159000,24,10936,29084,5384,79822,17922,12688,3889,1367,0
0,0,114001445200,-3,10936,29084,5384,79822,17922,12688,3889,1367,0
0,0,114110629100,50,10936,29084,5384,79822,17922,12688,3889,1367,0
0,0,114219391800,-2,10936,29084,5384,79822,17922,12688,3889,1367,0
0,0,114328094300,-25,10936,29084,5384,79822,17922,12688,3889,1367,0
0,0,114436707400,40,10936,29084,5384,79822,17922,12688,3889,1367,0
0,0,114545935400,11,10936,29084,5384,79822,17922,12688,3889,1367,0
0,0,114655575000,71,10936,29084,5384,79822,17922,12688,3889,1367,0
0,0,114757872700,72,426485,26850,11977,38767,31276,8487,6225,2976,0
0,0,114867748300,66,426485,26850,11977,38767,31276,8487,6225,2976,0
0,0,114976345200,54,426485,26850,11977,38767,31276,8487,6225,2976,0
0,0,115086530500,80,426485,26850,11977,38767,31276,8487,6225,2976,0
0,0,115196455100,25,426485,26850,11977,38767,31276,8487,6225,2976,0
0,0,115305529100,35,426485,26850,11977,38767,31276,8487,6225,2976,0
0,0,115415802900,27,426485,26850,11977,38767,31276,8487,6225,2976,0
0,0,115525201200,80,426485,26850,11977,38767,31276,8487,6225,2976,0
0,0,115635686600,27,426485,26850,11977,38767,31276,8487,6225,2976,0
0,0,115746415200,-5,23569,18068,2140,23580,16271,13051,5149,4009,0
1,0,115852405500,54,23569,18068,2140,23580,16271,13051,5149,4009,0
0,0,115961593300,33,23569,18068,2140,23580,16271,13051,5149,4009,0
0,0,116071417400,-17,23569,18068,2140,23580,16271,13051,5149,4009,0
0,0,116181530000,60,23569,18068,2140,23580,16271,13051,5149,4009,0
0,0,116290220000,16,23569,18068,2140,23580,16271,13051,5149,4009,0
0,0,116401204400,74,23569,18068,2140,23580,16271,13051,5149,4009,0
0,0,116511402200,28,23569,18068,2140,23580,16271,13051,5149,4009,0
0,0,116620917000,43,23569,18068,2140,23580,16271,13051,5149,4009,0
0,0,116728082100,57,6261,20779,22832,12594,12432,7107,4927,2356,0
0,0,116838781300,58,6261,20779,22832,12594,12432,7107,4927,2356,0
0,0,116950196600,84,6261,20779,22832,12594,12432,7107,4927,2356,0
0,0,117057804300,135,6261,20779,22832,12594,12432,7107,4927,2356,0
0,0,117166007300,9,6261,20779,22832,12594,12432,7107,4927,2356,0
0,0,117275472000,88,6261,20779,22832,12594,12432,7107,4927,2356,0
0,0,117384978200,108,6261,20779,22832,12594,12432,7107,4927,2356,0
0,0,117496274600,105,6261,20779,22832,12594,12432,7107,4927,2356,0
0,0,117605938100,18,6261,20779,22832,12594,12432,7107,4927,2356,0
0,0,117717320500,-25,6261,20779,22832,12594,12432,7107,4927,2356,0
0,0,117826894900,-3,39192,32339,60804,13181,27341,13336,10854,1449,0
0,0,117935893800,3,39192,32339,60804,13181,27341,13336,10854,1449,0
0,0,118047110500,-10,39192,32339,60804,13181,27341,13336,10854,1449,0
0,0,118157087700,9,39192,32339,60804,13181,27341,13336,10854,1449,0
1,0,118267443400,44,39192,32339,60804,13181,27341,13336,10854,1449,0
1,0,118375806600,24,39192,32339,60804,13181,27341,13336,10854,1449,0
1,0,118485124600,-28,39192,32339,60804,13181,27341,13336,10854,1449,0
0,0,118594300600,-19,39192,32339,60804,13181,27341,13336,10854,1449,0
0,0,118702263200,-6,39192,32339,60804,13181,27341,13336,10854,1449,0
0,0,118813427500,97,34958,40478,47247,36518,18132,24320,5847,2227,0
0,0,118922075600,106,34958,40478,47247,36518,18132,24320,5847,2227,0
0,0,119033638900,50,34958,40478,47247,36518,18132,24320,5847,2227,0
0,0,119142632500,321,34958,40478,47247,36518,18132,24320,5847,2227,0
0,1,119251288800,-178,34958,40478,47247,36518,18132,24320,5847,2227,0
0,1,119361952400,90,34958,40478,47247,36518,18132,24320,5847,2227,0
0,1,119471229000,74,34958,40478,47247,36518,18132,24320,5847,2227,0
0,1,119582408100,104,34958,40478,47247,36518,18132,24320,5847,2227,0
0,1,119691791900,-133,34958,40478,47247,36518,18132,24320,5847,2227,0
0,1,119800746000,144,269714,122436,46776,9599,18768,14596,7642,6720,0
0,1,119910331200,24,269714,122436,46776,9599,18768,14596,7642,6720,0
0,1,120019694500,52,269714,122436,46776,9599,18768,14596,7642,6720,0
0,1,120131136500,88,269714,122436,46776,9599,18768,14596,7642,6720,0
0,1,120239990200,34,269714,122436,46776,9599,18768,14596,7642,6720,0
1,1,120350453400,72,269714,122436,46776,9599,18768,14596,7642,6720,0
1,1,120460388000,35,269714,122436,46776,9599,18768,14596,7642,6720,0
0,1,120569423900,74,269714,122436,46776,9599,18768,14596,7642,6720,0
0,1,120679681200,25,269714,122436,46776,9599,18768,14596,7642,6720,0
0,1,120788180300,49,368973,126370,13941,13358,18056,11658,24591,4447,0
0,1,120898865400,64,368973,126370,13941,13358,18056,11658,24591,4447,0
0,0,121008836000,113,368973,126370,13941,13358,18056,11658,24591,4447,0
0,0,121117959300,34,368973,126370,13941,13358,18056,11658,24591,4447,0
