jump,run_fire,timestamp_ns,rawValue,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,poorSignal
1,0,307965484000,38,1584807,292112,170022,130315,14308,34128,35985,10542,0
1,0,308076116300,35,1584807,292112,170022,130315,14308,34128,35985,10542,0
1,0,308185390600,-11,1584807,292112,170022,130315,14308,34128,35985,10542,0
1,0,308294338300,8,1584807,292112,170022,130315,14308,34128,35985,10542,0
0,0,308404425000,54,1584807,292112,170022,130315,14308,34128,35985,10542,0
0,0,308513732500,38,1584807,292112,170022,130315,14308,34128,35985,10542,0
0,0,308623833500,81,1584807,292112,170022,130315,14308,34128,35985,10542,0
1,0,308732263800,27,38639,5065,16064,16989,10507,19245,9683,3922,0
1,0,308840715200,54,38639,5065,16064,16989,10507,19245,9683,3922,0
1,0,308950680300,53,38639,5065,16064,16989,10507,19245,9683,3922,0
1,0,309059674300,-13,38639,5065,16064,16989,10507,19245,9683,3922,0
1,0,309170668900,73,38639,5065,16064,16989,10507,19245,9683,3922,0
1,0,309280942600,52,38639,5065,16064,16989,10507,19245,9683,3922,0
0,0,309389988200,36,38639,5065,16064,16989,10507,19245,9683,3922,0
0,0,309499322500,64,38639,5065,16064,16989,10507,19245,9683,3922,0
1,0,309608451800,11,38639,5065,16064,16989,10507,19245,9683,3922,0
1,0,309718459600,73,15691,8642,8376,21441,6589,13125,11063,4170,0
0,0,309826464700,109,15691,8642,8376,21441,6589,13125,11063,4170,0
0,0,309941098900,99,15691,8642,8376,21441,6589,13125,11063,4170,0
0,0,310053420700,97,15691,8642,8376,21441,6589,13125,11063,4170,0
0,0,310162335300,49,15691,8642,8376,21441,6589,13125,11063,4170,0
0,0,310272402400,-37,15691,8642,8376,21441,6589,13125,11063,4170,0
0,0,310381964900,402,15691,8642,8376,21441,6589,13125,11063,4170,0
0,0,310492026400,-267,15691,8642,8376,21441,6589,13125,11063,4170,0
0,0,310602570600,11,15691,8642,8376,21441,6589,13125,11063,4170,0
0,0,310710767500,116,88921,197717,67798,24193,20688,11307,10544,3813,0
0,0,310821267200,105,88921,197717,67798,24193,20688,11307,10544,3813,0
0,0,310929615200,28,88921,197717,67798,24193,20688,11307,10544,3813,0
0,0,311040943900,41,88921,197717,67798,24193,20688,11307,10544,3813,0
0,0,311150717100,42,88921,197717,67798,24193,20688,11307,10544,3813,0
0,0,311259737000,10,88921,197717,67798,24193,20688,11307,10544,3813,0
1,0,311369551900,65,88921,197717,67798,24193,20688,11307,10544,3813,0
1,0,311476876600,48,88921,197717,67798,24193,20688,11307,10544,3813,0
0,0,311588631300,37,88921,197717,67798,24193,20688,11307,10544,3813,0
0,0,311697181900,13,88921,197717,67798,24193,20688,11307,10544,3813,0
0,0,311807028100,28,81370,32247,10916,11250,6546,27156,6702,4800,0
0,0,311916098600,33,81370,32247,10916,11250,6546,27156,6702,4800,0
0,0,312025166300,76,81370,32247,10916,11250,6546,27156,6702,4800,0
0,0,312135020400,51,81370,32247,10916,11250,6546,27156,6702,4800,0
0,0,312244597400,439,81370,32247,10916,11250,6546,27156,6702,4800,0
0,0,312352404500,-140,81370,32247,10916,11250,6546,27156,6702,4800,0
0,0,312463074000,-185,81370,32247,10916,11250,6546,27156,6702,4800,0
0,0,312572169500,155,81370,32247,10916,11250,6546,27156,6702,4800,0
0,0,312681037500,57,165371,186854,42169,33372,13429,17186,7290,2089,0
0,0,312789323200,71,165371,186854,42169,33372,13429,17186,7290,2089,0
0,0,312898910400,-2,165371,186854,42169,33372,13429,17186,7290,2089,0
0,0,313007410500,17,165371,186854,42169,33372,13429,17186,7290,2089,0
0,0,313118394100,18,165371,186854,42169,33372,13429,17186,7290,2089,0
0,0,313226133200,18,165371,186854,42169,33372,13429,17186,7290,2089,0
0,0,313337852500,12,165371,186854,42169,33372,13429,17186,7290,2089,0
0,0,313447680400,121,165371,186854,42169,33372,13429,17186,7290,2089,0
0,0,313555445700,65,165371,186854,42169,33372,13429,17186,7290,2089,0
1,0,313666204000,33,165371,186854,42169,33372,13429,17186,7290,2089,0
1,0,313774577600,52,45282,27674,6270,24771,10056,19555,4240,4689,0
1,0,313885628600,42,45282,27674,6270,24771,10056,19555,4240,4689,0
0,0,313996669700,39,45282,27674,6270,24771,10056,19555,4240,4689,0
0,0,314105117200,49,45282,27674,6270,24771,10056,19555,4240,4689,0
0,0,314214388800,43,45282,27674,6270,24771,10056,19555,4240,4689,0
0,0,314324907900,-12,45282,27674,6270,24771,10056,19555,4240,4689,0
0,0,314432554700,40,45282,27674,6270,24771,10056,19555,4240,4689,0
0,0,314540922800,97,45282,27674,6270,24771,10056,19555,4240,4689,0
0,0,314651087600,-7,45282,27674,6270,24771,10056,19555,4240,4689,0
0,0,314761123300,124,6125,30552,10356,34082,7290,15652,1740,2818,0
0,0,314869642700,20,6125,30552,10356,34082,7290,15652,1740,2818,0
0,0,314977737800,80,6125,30552,10356,34082,7290,15652,1740,2818,0
0,0,315087853700,10,6125,30552,10356,34082,7290,15652,1740,2818,0
0,0,315199764300,-7,6125,30552,10356,34082,7290,15652,1740,2818,0
1,0,315308477600,52,6125,30552,10356,34082,7290,15652,1740,2818,0
1,0,315417722000,123,6125,30552,10356,34082,7290,15652,1740,2818,0
1,0,315527086400,71,6125,30552,10356,34082,7290,15652,1740,2818,0
0,0,315636017700,99,6125,30552,10356,34082,7290,15652,1740,2818,0
0,0,315745701500,64,80906,38348,18280,23538,18798,6884,14400,5434,0
0,0,315855249200,106,80906,38348,18280,23538,18798,6884,14400,5434,0
0,0,315965591500,11,80906,38348,18280,23538,18798,6884,14400,5434,0
0,0,316075806500,69,80906,38348,18280,23538,18798,6884,14400,5434,0
0,0,316185748400,68,80906,38348,18280,23538,18798,6884,14400,5434,0
0,0,316295231400,6,80906,38348,18280,23538,18798,6884,14400,5434,0
0,0,316404182000,43,80906,38348,18280,23538,18798,6884,14400,5434,0
0,0,316515363600,64,80906,38348,18280,23538,18798,6884,14400,5434,0
0,0,316624037200,19,80906,38348,18280,23538,18798,6884,14400,5434,0
1,0,316733088800,118,1677,14730,21548,51746,22916,15611,6733,4047,0
1,0,316843675100,44,1677,14730,21548,51746,22916,15611,6733,4047,0
1,0,316954384000,4,1677,14730,21548,51746,22916,15611,6733,4047,0
1,0,317065486100,-4,1677,14730,21548,51746,22916,15611,6733,4047,0
0,0,317174275100,16,1677,14730,21548,51746,22916,15611,6733,4047,0
0,0,317286778400,9,1677,14730,21548,51746,22916,15611,6733,4047,0
1,0,317397823600,105,1677,14730,21548,51746,22916,15611,6733,4047,0
1,0,317506264700,88,1677,14730,21548,51746,22916,15611,6733,4047,0
1,0,317616639800,44,1677,14730,21548,51746,22916,15611,6733,4047,0
1,0,317726070700,85,28839,20926,12737,30652,11198,18168,7265,3839,0
0,0,317836690200,37,28839,20926,12737,30652,11198,18168,7265,3839,0
0,0,317946846700,60,28839,20926,12737,30652,11198,18168,7265,3839,0
0,0,318056303700,357,28839,20926,12737,30652,11198,18168,7265,3839,0
0,0,318167015400,-437,28839,20926,12737,30652,11198,18168,7265,3839,0
0,0,318276006800,-72,28839,20926,12737,30652,11198,18168,7265,3839,0
0,0,318386312900,161,28839,20926,12737,30652,11198,18168,7265,3839,0
0,0,318496067000,115,28839,20926,12737,30652,11198,18168,7265,3839,0
0,0,318604028800,58,28839,20926,12737,30652,11198,18168,7265,3839,0
0,0,318712924500,26,282738,141815,55080,23807,22766,5111,6123,6839,0
0,0,318821904900,25,282738,141815,55080,23807,22766,5111,6123,6839,0
0,0,318931396400,28,282738,141815,55080,23807,22766,5111,6123,6839,0
0,0,319040073700,18,282738,141815,55080,23807,22766,5111,6123,6839,0
0,0,319147545600,27,282738,141815,55080,23807,22766,5111,6123,6839,0
0,0,319255263200,135,282738,141815,55080,23807,22766,5111,6123,6839,0
0,0,319365507400,153,282738,141815,55080,23807,22766,5111,6123,6839,0
0,0,319473514900,-401,282738,141815,55080,23807,22766,5111,6123,6839,0
0,0,319580402700,4,282738,141815,55080,23807,22766,5111,6123,6839,0
0,0,319690474200,72,365365,233409,83861,54368,20238,13848,14243,2492,0
0,0,319798112400,115,365365,233409,83861,54368,20238,13848,14243,2492,0
0,0,319905332800,29,365365,233409,83861,54368,20238,13848,14243,2492,0
0,0,320014982800,8,365365,233409,83861,54368,20238,13848,14243,2492,0
0,0,320122808900,98,365365,233409,83861,54368,20238,13848,14243,2492,0
0,0,320232901600,-2,365365,233409,83861,54368,20238,13848,14243,2492,0
0,0,320340926600,6,365365,233409,83861,54368,20238,13848,14243,2492,0
0,0,320449006800,58,365365,233409,83861,54368,20238,13848,14243,2492,0
0,0,320557590600,32,365365,233409,83861,54368,20238,13848,14243,2492,0
0,0,320666445900,18,94803,24398,59713,31041,8076,17705,7150,2404,0
0,0,320779076600,-6,94803,24398,59713,31041,8076,17705,7150,2404,0
0,0,320886787000,38,94803,24398,59713,31041,8076,17705,7150,2404,0
0,0,320996236800,109,94803,24398,59713,31041,8076,17705,7150,2404,0
0,0,321103631400,23,94803,24398,59713,31041,8076,17705,7150,2404,0
0,0,321213689600,27,94803,24398,59713,31041,8076,17705,7150,2404,0
0,0,321321823300,81,94803,24398,59713,31041,8076,17705,7150,2404,0
0,0,321430563800,40,94803,24398,59713,31041,8076,17705,7150,2404,0
0,0,321537964900,393,94803,24398,59713,31041,8076,17705,7150,2404,0
0,0,321645105300,-190,55535,83024,32732,37260,14211,18819,7242,4182,0
0,0,321753916100,-251,55535,83024,32732,37260,14211,18819,7242,4182,0
0,0,321862995800,141,55535,83024,32732,37260,14211,18819,7242,4182,0
0,0,321971771400,154,55535,83024,32732,37260,14211,18819,7242,4182,0
0,0,322082511800,-198,55535,83024,32732,37260,14211,18819,7242,4182,0
0,0,322191522200,344,55535,83024,32732,37260,14211,18819,7242,4182,0
0,0,322300882600,-242,55535,83024,32732,37260,14211,18819,7242,4182,0
0,0,322409939300,99,55535,83024,32732,37260,14211,18819,7242,4182,0
0,0,322519645900,115,55535,83024,32732,37260,14211,18819,7242,4182,0
0,0,322628598400,76,799646,83793,29296,3732,1974,5448,1842,832,0
0,0,322738290100,96,799646,83793,29296,3732,1974,5448,1842,832,0
0,0,322847458400,33,799646,83793,29296,3732,1974,5448,1842,832,0
0,0,322956905600,23,799646,83793,29296,3732,1974,5448,1842,832,0
0,0,323066942500,57,799646,83793,29296,3732,1974,5448,1842,832,0
0,0,323175799800,88,799646,83793,29296,3732,1974,5448,1842,832,0
0,0,323285701100,72,799646,83793,29296,3732,1974,5448,1842,832,0
0,0,323394414200,38,799646,83793,29296,3732,1974,5448,1842,832,0
0,0,323502634800,32,799646,83793,29296,3732,1974,5448,1842,832,0
0,0,323611440200,26,799646,83793,29296,3732,1974,5448,1842,832,0
0,0,323719634500,24,20956,31030,23082,13927,20084,7045,4471,1784,0
0,0,323829293100,32,20956,31030,23082,13927,20084,7045,4471,1784,0
0,0,323938100300,57,20956,31030,23082,13927,20084,7045,4471,1784,0
0,0,324048042600,28,20956,31030,23082,13927,20084,7045,4471,1784,0
1,0,324156981800,-67,20956,31030,23082,13927,20084,7045,4471,1784,0
1,0,324265759300,81,20956,31030,23082,13927,20084,7045,4471,1784,0
0,0,324373730100,-28,20956,31030,23082,13927,20084,7045,4471,1784,0
0,0,324484037700,66,20956,31030,23082,13927,20084,7045,4471,1784,0
0,0,324594396300,13,20956,31030,23082,13927,20084,7045,4471,1784,0
0,0,324702747800,25,26408,16174,8873,33520,39005,8951,3015,5110,0
0,0,324812571600,72,26408,16174,8873,33520,39005,8951,3015,5110,0
0,0,324919079200,39,26408,16174,8873,33520,39005,8951,3015,5110,0
0,0,325028808700,68,26408,16174,8873,33520,39005,8951,3015,5110,0
0,0,325138108800,1,26408,16174,8873,33520,39005,8951,3015,5110,0
0,0,325248059800,42,26408,16174,8873,33520,39005,8951,3015,5110,0
0,0,325357768800,38,26408,16174,8873,33520,39005,8951,3015,5110,0
0,0,325465451200,2,26408,16174,8873,33520,39005,8951,3015,5110,0
0,0,325574375900,38,26408,16174,8873,33520,39005,8951,3015,5110,0
0,0,325682515100,152,43823,41923,13222,36738,5194,10753,6849,3545,0
0,0,325793984400,21,43823,41923,13222,36738,5194,10753,6849,3545,0
0,0,325902210500,-18,43823,41923,13222,36738,5194,10753,6849,3545,0
0,0,326012049400,29,43823,41923,13222,36738,5194,10753,6849,3545,0
0,0,326121503400,6,43823,41923,13222,36738,5194,10753,6849,3545,0
0,0,326230499500,22,43823,41923,13222,36738,5194,10753,6849,3545,0
0,0,326339267500,1,43823,41923,13222,36738,5194,10753,6849,3545,0
0,0,326449112500,-10,43823,41923,13222,36738,5194,10753,6849,3545,0
0,0,326558567000,19,43823,41923,13222,36738,5194,10753,6849,3545,0
0,0,326667974900,83,50942,71382,41903,22822,13203,13257,10446,2285,0
0,0,326777327400,34,50942,71382,41903,22822,13203,13257,10446,2285,0
0,0,326886796100,90,50942,71382,41903,22822,13203,13257,10446,2285,0
0,0,326995787400,19,50942,71382,41903,22822,13203,13257,10446,2285,0
0,0,327104083700,32,50942,71382,41903,22822,13203,13257,10446,2285,0
0,0,327213734100,5,50942,71382,41903,22822,13203,13257,10446,2285,0
0,0,327322598400,50,50942,71382,41903,22822,13203,13257,10446,2285,0
0,0,327431775200,64,50942,71382,41903,22822,13203,13257,10446,2285,0
0,0,327542669300,5,50942,71382,41903,22822,13203,13257,10446,2285,0
0,0,327651605900,36,7563,14410,22070,40999,6564,11362,1173,6845,0
0,0,327763769400,8,7563,14410,22070,40999,6564,11362,1173,6845,0
1,0,327872864500,73,7563,14410,22070,40999,6564,11362,1173,6845,0
1,0,327982072000,19,7563,14410,22070,40999,6564,11362,1173,6845,0
1,0,328092032700,137,7563,14410,22070,40999,6564,11362,1173,6845,0
1,0,328200166700,-25,7563,14410,22070,40999,6564,11362,1173,6845,0
1,0,328310316500,16,7563,14410,22070,40999,6564,11362,1173,6845,0
1,0,328417579300,43,7563,14410,22070,40999,6564,11362,1173,6845,0
0,0,328527298700,6,7563,14410,22070,40999,6564,11362,1173,6845,0
0,0,328635006100,56,16345,30987,7046,24878,8556,25660,3246,3637,0
0,0,328745532500,11,16345,30987,7046,24878,8556,25660,3246,3637,0
0,0,328854354600,35,16345,30987,7046,24878,8556,25660,3246,3637,0
0,0,328964625700,28,16345,30987,7046,24878,8556,25660,3246,3637,0
0,0,329074319800,-1,16345,30987,7046,24878,8556,25660,3246,3637,0
0,0,329183290500,65,16345,30987,7046,24878,8556,25660,3246,3637,0
0,0,329292072300,45,16345,30987,7046,24878,8556,25660,3246,3637,0
0,0,329399951000,377,16345,30987,7046,24878,8556,25660,3246,3637,0
0,0,329509868600,-285,16345,30987,7046,24878,8556,25660,3246,3637,0
0,0,329619186200,-1662,155334,95296,24177,34286,27642,14357,6731,3158,0
0,0,329729574600,973,155334,95296,24177,34286,27642,14357,6731,3158,0
0,0,329842210700,594,155334,95296,24177,34286,27642,14357,6731,3158,0
0,0,329950676300,313,155334,95296,24177,34286,27642,14357,6731,3158,0
0,0,330062423900,164,155334,95296,24177,34286,27642,14357,6731,3158,0
0,0,330171575100,103,155334,95296,24177,34286,27642,14357,6731,3158,0
0,0,330280714900,19,155334,95296,24177,34286,27642,14357,6731,3158,0
0,1,330391748700,24,155334,95296,24177,34286,27642,14357,6731,3158,0
0,1,330500934000,98,155334,95296,24177,34286,27642,14357,6731,3158,0
0,1,330610369500,457,602037,146587,75439,41275,63533,47189,29060,18451,26
0,1,330719199700,-574,602037,146587,75439,41275,63533,47189,29060,18451,26
0,1,330827934600,-274,602037,146587,75439,41275,63533,47189,29060,18451,26
0,1,330936231900,146,602037,146587,75439,41275,63533,47189,29060,18451,26
0,1,331046393500,324,602037,146587,75439,41275,63533,47189,29060,18451,26
0,1,331158754700,38,602037,146587,75439,41275,63533,47189,29060,18451,26
0,1,331266421300,41,602037,146587,75439,41275,63533,47189,29060,18451,26
0,1,331376210400,44,602037,146587,75439,41275,63533,47189,29060,18451,26
0,1,331486140600,37,602037,146587,75439,41275,63533,47189,29060,18451,26
0,1,331593682100,55,125790,13304,7458,9962,1654,3434,2078,556,0
0,1,331701257800,34,125790,13304,7458,9962,1654,3434,2078,556,0
1,1,331809578700,66,125790,13304,7458,9962,1654,3434,2078,556,0
0,1,331918345400,72,125790,13304,7458,9962,1654,3434,2078,556,0
0,1,332030007800,86,125790,13304,7458,9962,1654,3434,2078,556,0
0,1,332140780700,33,125790,13304,7458,9962,1654,3434,2078,556,0
0,1,332250353300,39,125790,13304,7458,9962,1654,3434,2078,556,0
0,1,332361865300,-6,125790,13304,7458,9962,1654,3434,2078,556,0
0,1,332471091500,44,125790,13304,7458,9962,1654,3434,2078,556,0
0,0,332580809400,71,125790,13304,7458,9962,1654,3434,2078,556,0
0,1,332690615400,108,6324,13740,17839,79733,7635,14153,4913,2962,0
0,1,332799191900,49,6324,13740,17839,79733,7635,14153,4913,2962,0
0,1,332909010100,72,6324,13740,17839,79733,7635,14153,4913,2962,0
0,1,333018383000,1,6324,13740,17839,79733,7635,14153,4913,2962,0
0,1,333128039300,34,6324,13740,17839,79733,7635,14153,4913,2962,0
0,0,333239924200,71,6324,13740,17839,79733,7635,14153,4913,2962,0
0,0,333348048300,75,6324,13740,17839,79733,7635,14153,4913,2962,0
0,0,333458097600,-152,6324,13740,17839,79733,7635,14153,4913,2962,0
0,0,333567010700,-130,6324,13740,17839,79733,7635,14153,4913,2962,0
0,0,333678188900,112,254133,54105,64405,5924,23010,9840,3143,2574,0
0,0,333788736900,45,254133,54105,64405,5924,23010,9840,3143,2574,0
0,0,333898114000,68,254133,54105,64405,5924,23010,9840,3143,2574,0
0,0,334009512300,-33,254133,54105,64405,5924,23010,9840,3143,2574,0
0,0,334119010400,-11,254133,54105,64405,5924,23010,9840,3143,2574,0
0,0,334228986300,20,254133,54105,64405,5924,23010,9840,3143,2574,0
0,0,334338759200,138,254133,54105,64405,5924,23010,9840,3143,2574,0
0,0,334448743300,-283,254133,54105,64405,5924,23010,9840,3143,2574,0
0,0,334559768500,-58,254133,54105,64405,5924,23010,9840,3143,2574,0
0,0,334668514500,212,1623446,132488,15805,80507,35932,29324,31178,3768,0
0,0,334777389700,51,1623446,132488,15805,80507,35932,29324,31178,3768,0
0,0,334886815400,6,1623446,132488,15805,80507,35932,29324,31178,3768,0
0,0,334996430600,99,1623446,132488,15805,80507,35932,29324,31178,3768,0
0,0,335104383700,355,1623446,132488,15805,80507,35932,29324,31178,3768,0
0,0,335212924500,-337,1623446,132488,15805,80507,35932,29324,31178,3768,0
0,0,335322965900,-109,1623446,132488,15805,80507,35932,29324,31178,3768,0
0,0,335431321700,57,1623446,132488,15805,80507,35932,29324,31178,3768,0
0,0,335541785700,265,1623446,132488,15805,80507,35932,29324,31178,3768,0
0,0,335649720900,-266,297603,255060,22541,1819,9057,11730,11670,5170,0
0,0,335760176900,-87,297603,255060,22541,1819,9057,11730,11670,5170,0
0,0,335871824900,51,297603,255060,22541,1819,9057,11730,11670,5170,0
0,0,335980810200,84,297603,255060,22541,1819,9057,11730,11670,5170,0
0,0,336090356400,12,297603,255060,22541,1819,9057,11730,11670,5170,0
0,0,336200623800,32,297603,255060,22541,1819,9057,11730,11670,5170,0
0,0,336311171500,-6,297603,255060,22541,1819,9057,11730,11670,5170,0
0,0,336419068500,-59,297603,255060,22541,1819,9057,11730,11670,5170,0
0,0,336529582500,17,297603,255060,22541,1819,9057,11730,11670,5170,0
0,0,336640219200,-4,287055,21186,7607,3584,2884,1549,1924,540,0
0,0,336750026000,-44,287055,21186,7607,3584,2884,1549,1924,540,0
0,0,336859615100,459,287055,21186,7607,3584,2884,1549,1924,540,0
0,0,336970165000,-93,287055,21186,7607,3584,2884,1549,1924,540,0
0,0,337079687700,-297,287055,21186,7607,3584,2884,1549,1924,540,0
0,0,337189533600,234,287055,21186,7607,3584,2884,1549,1924,540,0
0,0,337297744100,-177,287055,21186,7607,3584,2884,1549,1924,540,0
0,0,337407578200,267,287055,21186,7607,3584,2884,1549,1924,540,0
0,0,337517818500,-60,287055,21186,7607,3584,2884,1549,1924,540,0
0,0,337626455600,65,668868,341829,95616,6057,45075,77552,30046,17313,0
0,0,337735286600,344,668868,341829,95616,6057,45075,77552,30046,17313,0
0,0,337845448400,44,668868,341829,95616,6057,45075,77552,30046,17313,0
0,0,337956439500,71,668868,341829,95616,6057,45075,77552,30046,17313,0
0,0,338066261500,184,668868,341829,95616,6057,45075,77552,30046,17313,0
0,0,338175074300,-374,668868,341829,95616,6057,45075,77552,30046,17313,0
0,0,338284099400,432,668868,341829,95616,6057,45075,77552,30046,17313,0
0,0,338393014500,-300,668868,341829,95616,6057,45075,77552,30046,17313,0
0,0,338503765600,136,668868,341829,95616,6057,45075,77552,30046,17313,0
0,0,338611533500,151,1135712,471401,71333,131992,8017,19849,10761,6693,0
0,0,338721360200,125,1135712,471401,71333,131992,8017,19849,10761,6693,0
0,0,338827183500,114,1135712,471401,71333,131992,8017,19849,10761,6693,0
0,0,338938407000,550,1135712,471401,71333,131992,8017,19849,10761,6693,0
0,0,339047886500,-433,1135712,471401,71333,131992,8017,19849,10761,6693,0
0,0,339157251900,-59,1135712,471401,71333,131992,8017,19849,10761,6693,0
0,0,339265763200,98,1135712,471401,71333,131992,8017,19849,10761,6693,0
0,0,339374055000,133,1135712,471401,71333,131992,8017,19849,10761,6693,0
0,0,339483697100,80,1135712,471401,71333,131992,8017,19849,10761,6693,0
0,0,339592602900,93,41135,20438,1185,2981,4948,1034,295,341,0
0,0,339700974000,11,41135,20438,1185,2981,4948,1034,295,341,0
0,0,339810309300,66,41135,20438,1185,2981,4948,1034,295,341,0
0,0,339920570200,73,41135,20438,1185,2981,4948,1034,295,341,0
0,1,340029283600,38,41135,20438,1185,2981,4948,1034,295,341,0
0,1,340139372000,-22,41135,20438,1185,2981,4948,1034,295,341,0
0,1,340251154300,57,41135,20438,1185,2981,4948,1034,295,341,0
0,1,340361354200,56,41135,20438,1185,2981,4948,1034,295,341,0
0,1,340471110800,20,41135,20438,1185,2981,4948,1034,295,341,0
0,1,340576991500,26,35862,45328,36051,10075,11795,15273,6569,4304,0
0,1,340686521200,55,35862,45328,36051,10075,11795,15273,6569,4304,0
0,1,340795916400,43,35862,45328,36051,10075,11795,15273,6569,4304,0
0,1,340904961900,-40,35862,45328,36051,10075,11795,15273,6569,4304,0
1,1,341014644400,-2,35862,45328,36051,10075,11795,15273,6569,4304,0
0,1,341123734800,28,35862,45328,36051,10075,11795,15273,6569,4304,0
0,1,341232667900,25,35862,45328,36051,10075,11795,15273,6569,4304,0
0,1,341341306800,42,35862,45328,36051,10075,11795,15273,6569,4304,0
0,0,341452023500,42,35862,45328,36051,10075,11795,15273,6569,4304,0
0,0,341561066900,3,4085,23277,12996,21384,23467,7045,5756,2782,0
0,0,341673057400,33,4085,23277,12996,21384,23467,7045,5756,2782,0
0,0,341784137000,8,4085,23277,12996,21384,23467,7045,5756,2782,0
1,0,341891996000,57,4085,23277,12996,21384,23467,7045,5756,2782,0
1,0,342002382700,18,4085,23277,12996,21384,23467,7045,5756,2782,0
0,0,342111582600,91,4085,23277,12996,21384,23467,7045,5756,2782,0
0,0,342223553100,86,4085,23277,12996,21384,23467,7045,5756,2782,0
0,0,342331555100,9,4085,23277,12996,21384,23467,7045,5756,2782,0
0,0,342441230600,35,4085,23277,12996,21384,23467,7045,5756,2782,0
0,0,342552548500,45,14307,73362,13257,28223,3889,11835,5149,6717,0
0,0,342661755400,71,14307,73362,13257,28223,3889,11835,5149,6717,0
0,0,342770871400,40,14307,73362,13257,28223,3889,11835,5149,6717,0
0,0,342880383500,25,14307,73362,13257,28223,3889,11835,5149,6717,0
0,0,342990627300,50,14307,73362,13257,28223,3889,11835,5149,6717,0
0,0,343099434300,508,14307,73362,13257,28223,3889,11835,5149,6717,0
0,0,343208903400,-359,14307,73362,13257,28223,3889,11835,5149,6717,0
0,0,343318986700,-56,14307,73362,13257,28223,3889,11835,5149,6717,0
0,0,343427987800,84,14307,73362,13257,28223,3889,11835,5149,6717,0
0,0,343539295900,35,109239,79608,25502,5739,11724,2874,3031,834,0
0,0,343647481700,102,109239,79608,25502,5739,11724,2874,3031,834,0
0,0,343757600900,131,109239,79608,25502,5739,11724,2874,3031,834,0
0,0,343868395300,77,109239,79608,25502,5739,11724,2874,3031,834,0
0,0,343977930500,58,109239,79608,25502,5739,11724,2874,3031,834,0
1,0,344088145100,33,109239,79608,25502,5739,11724,2874,3031,834,0
1,0,344196423200,5,109239,79608,25502,5739,11724,2874,3031,834,0
1,0,344306684800,-8,109239,79608,25502,5739,11724,2874,3031,834,0
0,0,344416494500,98,109239,79608,25502,5739,11724,2874,3031,834,0
0,0,344525333900,44,27333,26918,26666,16389,16309,20320,5261,2363,0
1,0,344634348500,77,27333,26918,26666,16389,16309,20320,5261,2363,0
1,0,344741832800,118,27333,26918,26666,16389,16309,20320,5261,2363,0
1,0,344852749800,21,27333,26918,26666,16389,16309,20320,5261,2363,0
0,0,344961025000,-58,27333,26918,26666,16389,16309,20320,5261,2363,0
0,0,345073413700,43,27333,26918,26666,16389,16309,20320,5261,2363,0
0,0,345185952200,5,27333,26918,26666,16389,16309,20320,5261,2363,0
0,0,345294922400,76,27333,26918,26666,16389,16309,20320,5261,2363,0
0,0,345404988900,104,27333,26918,26666,16389,16309,20320,5261,2363,0
0,0,345515126800,7,7383,24586,21231,48184,13107,8932,8614,2985,0
0,0,345624888100,64,7383,24586,21231,48184,13107,8932,8614,2985,0
0,0,345734776000,66,7383,24586,21231,48184,13107,8932,8614,2985,0
0,0,345843571300,163,7383,24586,21231,48184,13107,8932,8614,2985,0
0,0,345952180200,-401,7383,24586,21231,48184,13107,8932,8614,2985,0
0,0,346062430700,-51,7383,24586,21231,48184,13107,8932,8614,2985,0
0,0,346170583700,84,7383,24586,21231,48184,13107,8932,8614,2985,0
0,0,346281082200,140,7383,24586,21231,48184,13107,8932,8614,2985,0
0,0,346390490400,6,7383,24586,21231,48184,13107,8932,8614,2985,0
0,0,346501567800,73,203195,22524,3621,7968,8608,7281,1238,348,0
0,0,346610506200,89,203195,22524,3621,7968,8608,7281,1238,348,0
0,0,346720158400,17,203195,22524,3621,7968,8608,7281,1238,348,0
0,0,346830796200,98,203195,22524,3621,7968,8608,7281,1238,348,0
0,0,346939765000,74,203195,22524,3621,7968,8608,7281,1238,348,0
0,0,347052102900,44,203195,22524,3621,7968,8608,7281,1238,348,0
0,0,347159428700,72,203195,22524,3621,7968,8608,7281,1238,348,0
0,0,347271369300,45,203195,22524,3621,7968,8608,7281,1238,348,0
0,0,347381588600,32,203195,22524,3621,7968,8608,7281,1238,348,0
0,0,347492384100,23,203195,22524,3621,7968,8608,7281,1238,348,0
0,0,347603204600,29,25760,25835,8402,19052,7116,7219,3383,1856,0
0,0,347712402500,68,25760,25835,8402,19052,7116,7219,3383,1856,0
1,0,347822270600,64,25760,25835,8402,19052,7116,7219,3383,1856,0
0,0,347933421300,13,25760,25835,8402,19052,7116,7219,3383,1856,0
0,0,348042224000,59,25760,25835,8402,19052,7116,7219,3383,1856,0
0,0,348155227600,88,25760,25835,8402,19052,7116,7219,3383,1856,0
0,0,348265161400,52,25760,25835,8402,19052,7116,7219,3383,1856,0
0,0,348373935900,64,25760,25835,8402,19052,7116,7219,3383,1856,0
0,0,348482462100,76,25760,25835,8402,19052,7116,7219,3383,1856,0
0,0,348592226500,44,11167,9723,29294,27673,6983,14183,5640,4114,0
0,1,348701811200,44,11167,9723,29294,27673,6983,14183,5640,4114,0
1,1,348811959500,52,11167,9723,29294,27673,6983,14183,5640,4114,0
0,1,348921665600,51,11167,9723,29294,27673,6983,14183,5640,4114,0
